#1
double tab_mrz2(1486,4)
0	0	0	9
1800 	0	9	9
3600	0	0	9
5400	0	0	8
7200	0	0	7
9000	0	0	9
10800	0	0	9
12600	0	0	8
14400	0	0	8
16200	0	0	8
18000	0	0	8
19800	0	0	8
21600	0	0	9
23400	0	0	8
25200	0	0	9
27000	0	20	9
28800	0	28	9
30600	0	58	9
32400	46	119	10
34200	19	86	10
36000	53	131	10
37800	74	157	11
39600	77 	137	11
41400	136	211	12
43200	272	327	13
45000	153	215	13
46800	49	111	13
48600	36	98	13
50400	0	64	12
52200	13	78	12
54000	88	156	12
55800	42	105	13
57600	0	57	13
59400	0	33	12
61200	0	18	12
63000	0	4	12
64800	0	0	11
66600	0	0	11
68400	0	0	11
70200	0	0	10
72000	0	0	10
73800	0	0	10
75600	0	0	10
77400	0	0	10
79200	0	0	9
81000	0	0	9
82800	0	0	9
84600	0	0	9
86400	0	0	9
88200	0	0	9
90000	0	0	9
91800	0	0	9
93600	0	0	8
95400	0	0	8
97200	0	0	8
99000	0	0	8
100800	0	0	8
102600	0	0	8
104400	0	0	9
106200	0	0	9
108000	0	0	9
109800	0	0	9
111600	0	0	9
113400	0	15	9
115200	88	111	9
117000	102	146	10
118800	114	154	11
120600	219	250	11
122400	131	159	11
124200	33	61	11
126000	172	198	11
127800	18	54	11
129600	172	189	11
131400	53	95	12
133200	148	177	10
135000	311	340	10
136800	157	190	11
138600	328	411	11
140400	60	143	11
142200	46	123	10
144000	53	106	10
145800	189	266	11
147600	20	83	11
149400	0	32	10
151200	0	0	8
153000	0	0	8
154800	0	0	7
156600	0	0	7
158400	0	0	7
160200	0	0	7
162000	0	0	7
163800	0	0	7
165600	0	0	7
167400	0	0	7
169200	0	0	7
171000	0	0	7
172800	0	0	7
174600	0	0	7
176400	0	0	7
178200	0	0	7
180000	0	0	7
181800	0	0	7
183600	0	0	7
185400	0	0	7
187200	0	0	7
189000	0	0	7
190800	0	0	7
192600	0	0	6
194400	0	0	6
196200	0	0	6
198000	0	0	6
199800	0	1	6
201600	0	21	6
203400	0	36	6
205200	0	58	6
207000	0	78	7
208800	14	97	7
210600	57	128	8
212400	0	55	7
214200	0	60	8
216000	0	67	7
217800	0	70	8
219600	0	69	7
221400	18	95	8
223200	0	41	8
225000	9	81	8
226800	0	72	8
228600	0	48	8
230400	0	23	8
232200	0	11	8
234000	0	2	7
235800	0	0	7
237600	0	0	7
239400	0	0	7
241200	0	0	7
243000	0	0	7
244800	0	0	7
246600	0	0	7
248400	0	0	7
250200	0	0	7
252000	0	0	7
253800	0	0	6
255600	0	0	6
257400	0	0	6
259200	0	0	5
261000	0	0	5
262800	0	0	4
264600	0	0	4
266400	0	0	4
268200	0	0	4
270000	0	0	3
271800	0	0	3
273600	0	0	3
275400	0	0	2
277200	0	0	3
279000	0	0	3
280800	0	0	3
282600	0	0	3
284400	0	6	3
286200	0	49	3
288000	28	138	4
289800	119	205	6
291600	177	259	7
293400	213	311	9
295200	290	383	9
297000	436	523	10
298800	547	618	12
300600	547	618	13
302400	177	252	12
304200	538	603	15
306000	503	571	15
307800	469	488	15
309600	436	531	15
311400	407	471	16
313200	279	339	16
315000	154	232	15
316800	107	182	14
318600	10	81	13
320400	0	45	12
322200	0	10	11
324000	0	0	10
325800	0	0	10
327600	0	0	10
329400	0	0	9
331200	0	0	9
333000	0	0	9
334800	0	0	9
336600	0	0	9
338400	0	0	9
340200	0	0	9
342000	0	0	9
343800	0	0	9
345600	0	0	9
347400	0	0	8
349200	0	0	7
351000	0	0	7
352800	0	0	7
354600	0	0	7
356400	0	0	7
358200	0	0	7
360000	0	0	7
361800	0	0	7
363600	0	0	7
365400	0	0	7
367200	0	0	8
369000	0	0	8
370800	0	1	9
372600	0	13	8
374400	0	28	7
376200	0	26	8
378000	111	136	9
379800	3	40	9
381600	14	51	9
383400	41	78	10
385200	54	102	10
387000	19	74	11
388800	12	81	11
390600	27	107	12
392400	95	175	13
394200	106	176	14
396000	108	170	14
397800	89	152	14
399600	151	229	14
401400	136	193	14
403200	32	99	15
405000	0	68	13
406800	0	67	13
408600	0	47	14
410400	0	1	13
412200	0	0	12
414000	0	0	11
415800	0	0	10
417600	0	0	10
419400	0	0	9
421200	0	0	9
423000	0	0	8
424800	0	0	8
426600	0	0	8
428400	0	0	7
430200	0	0	7
432000	0	0	7
433800	0	0	7
435600	0	0	7
437400	0	0	7
439200	0	0	7
441000	0	0	7
442800	0	0	7
444600	0	0	7
446400	0	0	6
448200	0	0	6
450000	0	0	6
451800	0	0	6
453600	0	0	6
455400	0	0	5
457200	0	6	5
459000	0	41	5
460800	0	25	6
462600	17	97	7
464400	0	52	10
466200	9	78	11
468000	0	65	12
469800	0	60	12
471600	0	37	12
473400	0	43	11
475200	0	62	10
477000	0	32	10
478800	5	37	10
480600	19	60	10
482400	9	37	10
484200	20	64	10
486000	36	61	9
487800	14	44	8
489600	37	62	7
491400	17	39	7
493200	0	24	7
495000	0	13	7
496800	0	0	7
498600	0	0	7
500400	0	0	7
502200	0	0	7
504000	0	0	7
505800	0	0	7
507600	0	0	7
509400	0	0	7
511200	0	0	7
513000	0	0	6
514800	0	0	6
516600	0	0	5
518400	0	0	5
520200	0	0	4
522000	0	0	4
523800	0	0	3
525600	0	0	3
527400	0	0	3
529200	0	0	2
531000	0	0	2
532800	0	0	1
534600	0	0	2
536400	0	0	1
538200	0	0	1
540000	0	0	1
541800	0	0	0
543600	0	10	0
545400	0	50	0
547200	59	138	1
549000	39	104	2
550800	53	120	2
552600	160	236	3
554400	213	315	5
556200	400	495	8
558000	66	151	8
559800	493	569	10
561600	511	579	12
563400	104	180	14
565200	240	307	12
567000	106	189	11
568800	112	195	11
570600	127	210	11
572400	171	266	12
574200	123	217	12
576000	97	175	13
577800	21	100	12
579600	0	50	11
581400	0	19	10
583200	0	0	10
585000	0	0	9
586800	0	0	8
588600	0	0	8
590400	0	0	8
592200	0	0	7
594000	0	0	7
595800	0	0	6
597600	0	0	5
599400	0	0	4
